name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
stockton california,2022-09-12,33.8,20.6,26.2,31.8,20.6,25.5,8.3,34.3,0,0,0,,0,0,40,29.2,280.5,1011.9,0.1,16,223,19.4,9,10,2022-09-12T06:44:29,2022-09-12T19:17:39,0.58,Clear,Clear conditions throughout the day.,clear-day,"CI070,C0136,KSCK,KMOD,KLVK,72492723285,72492623258,72492023237"
stockton california,2022-09-13,27.7,17.2,21.2,27.2,17.2,21.1,11.7,56.6,0,0,0,,0,0,49.8,34.9,271.3,1010.8,4.5,16,232.5,20.1,8,10,2022-09-13T06:45:20,2022-09-13T19:16:05,0.61,Clear,Clear conditions throughout the day.,clear-day,"C0136,KSCK,KMOD,KLVK,72492723285,72492623258,72492023237"
stockton california,2022-09-14,27.1,15.6,20.6,26.8,15.6,20.6,11.8,59.3,0,0,0,,0,0,42.5,25.8,279.2,1012.7,2.2,16,237.8,20.4,8,10,2022-09-14T06:46:11,2022-09-14T19:14:32,0.64,Clear,Clear conditions throughout the day.,clear-day,"C0136,KSCK,KMOD,KLVK,72492723285,72492623258,72492023237"
stockton california,2022-09-15,26.6,14.6,20,26.6,14.6,20,12,62.8,0,0,0,,0,0,35.3,23.9,275.5,1014.9,1.9,16,214.2,18.5,8,10,2022-09-15T06:47:02,2022-09-15T19:12:58,0.67,Clear,Clear conditions throughout the day.,clear-day,"C0136,KSCK,KMOD,KLVK,72492723285,72492623258,72492023237"
stockton california,2022-09-16,28.8,13.9,20.8,28,13.9,20.6,11.5,59.4,0,0,0,,0,0,36.4,23.5,289.1,1013.6,0.7,16,221.3,19.1,7,10,2022-09-16T06:47:53,2022-09-16T19:11:24,0.71,Clear,Clear conditions throughout the day.,clear-day,"C0136,KSCK,KMOD,KLVK,72492723285,72492623258,72492023237"
stockton california,2022-09-17,27.1,13.3,19.3,26.6,13.3,19.2,10.5,59.2,0,0,0,,0,0,55.2,37.6,272.9,1008,0.4,16,198.9,17.2,7,10,2022-09-17T06:48:44,2022-09-17T19:09:50,0.75,Clear,Clear conditions throughout the day.,clear-day,"C0136,KSCK,KMOD,KLVK,72492723285,72492623258,72492023237"
stockton california,2022-09-18,24.9,15.9,19,24.9,15.9,19,12.3,66.4,0.196,100,25,rain,0,0,53.8,43.2,142.4,1005.2,59.4,16,113.1,9.7,7,10,2022-09-18T06:49:36,2022-09-18T19:08:16,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"C0136,KSCK,KMOD,KLVK,72492723285,72492623258,72492023237"
stockton california,2022-09-19,26.5,17.2,20,26.5,17.2,20,15.2,75.5,1.512,100,20.83,rain,0,0,29.5,21.9,134.1,1009.3,84.3,15.7,102.5,8.9,7,30,2022-09-19T06:50:27,2022-09-19T19:06:42,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"C0136,KSCK,KMOD,KLVK,72492723285,72492623258,72492023237"
stockton california,2022-09-20,26.6,14.3,19.9,26.6,14.3,19.9,13.7,70.3,0.006,100,8.33,rain,0,0,27,18.2,310.7,1012.1,44.1,16,162.3,13.9,9,10,2022-09-20T06:51:19,2022-09-20T19:05:08,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"C0136,KSCK,KMOD,KLVK,72492723285,72492623258,72492023237"
stockton california,2022-09-21,26.6,16.2,21,26.6,16.2,21,11.4,56.2,0,0,0,,0,0,33.5,20.3,290.2,1014,31.9,16,202,17.3,8,10,2022-09-21T06:52:10,2022-09-21T19:03:34,0.87,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"C0136,KSCK,KMOD,KLVK,72492723285,72492623258,72492023237"
stockton california,2022-09-22,28.8,14.4,21.1,28,14.4,20.9,11.6,58.3,0,0,0,,0,0,33.5,29.4,312.9,1016.2,0,16,229.3,19.9,8,10,2022-09-22T06:53:02,2022-09-22T19:02:00,0.9,Clear,Clear conditions throughout the day.,clear-day,"C0136,KSCK,KMOD,KLVK,72492723285,72492623258,72492023237"
stockton california,2022-09-23,33.3,12.9,22.6,31.7,12.9,22.2,11.5,53.8,0,0,0,,0,0,20.2,12.9,310.6,1013.9,0,15.8,223.5,19.2,8,10,2022-09-23T06:53:54,2022-09-23T19:00:26,0.93,Clear,Clear conditions throughout the day.,clear-day,"C0136,KSCK,KMOD,KLVK,72492723285,72492623258,72492023237"
stockton california,2022-09-24,36,13.9,24.6,33.8,13.9,24,10.7,48,0,0,0,,0,0,29.2,17.8,303.5,1014.8,0,16,238.5,20.6,8,10,2022-09-24T06:54:46,2022-09-24T18:58:52,0.96,Clear,Clear conditions throughout the day.,clear-day,"C0136,KSCK,KMOD,KLVK,72492723285,72492623258,72492023237"
stockton california,2022-09-25,34.2,16.7,25,33.2,16.7,24.6,12.2,47.5,0,0,0,,0,0,27,18.2,309.9,1014.3,0,16,221.8,19,7,10,2022-09-25T06:55:38,2022-09-25T18:57:19,0,Clear,Clear conditions throughout the day.,clear-day,"C0136,KSCK,KMOD,KLVK,72492723285,72492623258,72492023237"
stockton california,2022-09-26,34.2,16.1,23.6,32.7,16.1,23.3,12.8,54.5,0,0,0,,0,0,29.2,21.9,318.3,1012.5,0.4,16,218.7,18.8,7,10,2022-09-26T06:56:30,2022-09-26T18:55:45,0.03,Clear,Clear conditions throughout the day.,clear-day,"CI070,C0136,KSCK,KMOD,KLVK,72492723285,72492623258,72492023237"
stockton california,2022-09-27,31.1,13.9,21.5,29.4,13.9,21.2,10.6,53.5,0,0,0,,0,0,21.2,14.7,328.5,1013.4,0.5,15.9,218,18.9,8,10,2022-09-27T06:57:23,2022-09-27T18:54:12,0.07,Clear,Clear conditions throughout the day.,clear-day,"CI070,C0136,KSCK,KMOD,KLVK,72492723285,72492623258,72492023237"
stockton california,2022-09-28,32.1,12.9,22.2,30,12.9,21.7,9.9,51.6,0,0,0,,0,0,30.6,18.4,306.8,1014.9,0,16,218.2,18.9,8,10,2022-09-28T06:58:15,2022-09-28T18:52:39,0.1,Clear,Clear conditions throughout the day.,clear-day,"C0136,KSCK,KMOD,KLVK,72492723285,72492623258,72492023237"
stockton california,2022-09-29,31.1,14.4,22.5,29.9,14.4,22.3,13.1,59.2,0,0,0,,0,0,27.7,18.1,302.9,1015,0,16,220,18.9,8,10,2022-09-29T06:59:08,2022-09-29T18:51:06,0.14,Clear,Clear conditions throughout the day.,clear-day,"C0136,KSCK,KMOD,KLVK,72492723285,72492623258,72492023237"
stockton california,2022-09-30,32.8,13.4,23.1,30.7,13.4,22.6,9.8,48.8,0,0,0,,0,0,20.9,16.2,298.6,1009.6,0,16,213.5,18.2,8,10,2022-09-30T07:00:01,2022-09-30T18:49:34,0.17,Clear,Clear conditions throughout the day.,clear-day,"C0136,KSCK,KMOD,KLVK,72492723285,72492623258,72492023237"
stockton california,2022-10-01,29.9,13.8,21.1,28.8,13.8,20.9,11.4,56.5,0,0,0,,0,0,31.7,18.7,310.1,1008.7,0.2,16,219.9,19.1,7,10,2022-10-01T07:00:54,2022-10-01T18:48:02,0.21,Clear,Clear conditions throughout the day.,clear-day,"C0136,KSCK,KMOD,KLVK,72492723285,72492623258,72492023237"
